订单编号,订购日期,用户ID,产品,单价(元),数量,订购金额
119072701,2011-9-3 0:00,100070,产品B,200,9,1800
119072702,2011-9-3 0:00,102088,产品A,100,2,200
119072703,2011-9-3 0:00,102181,产品A,100,3,300
119072704,2011-9-3 0:00,102270,产品C,280,7,1960
119072705,2011-9-3 0:00,102455,产品A,100,2,200
119072706,2011-9-3 0:00,102677,产品A,100,6,600
119072707,2011-9-3 0:00,105930,产品B,200,6,1200
119072708,2011-9-3 0:00,106563,产品A,100,6,600
119072709,2011-9-3 0:00,106577,产品D,300,2,600
119072710,2011-9-3 0:00,111919,产品B,200,4,800
119072711,2011-9-3 0:00,111939,产品A,100,3,300
119072712,2011-9-3 0:00,114233,产品B,200,2,400
119072713,2011-9-3 0:00,115248,产品D,300,3,900
119072714,2011-9-3 0:00,116980,产品A,100,5,500
119072715,2011-9-3 0:00,117639,产品B,200,6,1200
119072716,2011-9-3 0:00,118672,产品A,100,9,900
119072717,2011-9-3 0:00,119774,产品F,500,6,3000
119072718,2011-9-3 0:00,122820,产品B,200,7,1400
119072719,2011-9-3 0:00,126012,产品A,100,9,900
119072720,2011-9-3 0:00,127294,产品A,100,10,1000
119072721,2011-9-3 0:00,130811,产品A,100,3,300
119072722,2011-9-3 0:00,132538,产品A,100,5,500
119072723,2011-9-3 0:00,132588,产品A,100,1,100
119072724,2011-9-3 0:00,134669,产品A,100,10,1000
119072725,2011-9-3 0:00,135438,产品A,100,4,400
119072726,2011-9-3 0:00,135754,产品A,100,4,400
119072727,2011-9-3 0:00,136458,产品B,200,2,400
119072728,2011-9-3 0:00,137710,产品E,400,10,4000
119072729,2011-9-3 0:00,137807,产品A,100,2,200
119072730,2011-9-3 0:00,138617,产品A,100,4,400
119072731,2011-9-3 0:00,139673,产品D,300,9,2700
119072732,2011-9-3 0:00,140806,产品A,100,9,900
119072733,2011-9-3 0:00,140855,产品A,100,4,400
119072734,2011-9-3 0:00,146748,产品A,100,4,400
119072735,2011-9-3 0:00,147001,产品A,100,10,1000
119072736,2011-9-3 0:00,147862,产品A,100,10,1000
119072737,2011-9-3 0:00,148975,产品A,100,10,1000
119072738,2011-9-3 0:00,149493,产品A,100,5,500
119072739,2011-9-3 0:00,151622,产品A,100,5,500
119072740,2011-9-3 0:00,152062,产品A,100,6,600
119072741,2011-9-3 0:00,152613,产品A,100,8,800
119072742,2011-9-3 0:00,154393,产品A,100,2,200
119072743,2011-9-3 0:00,156818,产品B,200,4,800
119072744,2011-9-3 0:00,156941,产品A,100,6,600
119072745,2011-9-3 0:00,160688,产品C,280,9,2520
119072746,2011-9-3 0:00,161833,产品A,100,4,400
119072747,2011-9-3 0:00,165428,产品B,200,3,600
119072748,2011-9-3 0:00,165817,产品B,200,5,1000
119072749,2011-9-3 0:00,166782,产品A,100,8,800
119072750,2011-9-3 0:00,166782,产品A,100,2,200
119072751,2011-9-3 0:00,167374,产品A,100,5,500
119072752,2011-9-3 0:00,167692,产品A,100,3,300
119072753,2011-9-3 0:00,167692,产品A,100,7,700
119072754,2011-9-3 0:00,169178,产品A,100,4,400
119072755,2011-9-3 0:00,177817,产品B,200,5,1000
119072756,2011-9-3 0:00,178036,产品A,100,6,600
119072757,2011-9-3 0:00,180847,产品A,100,8,800
119072758,2011-9-3 0:00,181572,产品A,100,10,1000
119072759,2011-9-3 0:00,182273,产品D,300,4,1200
119072760,2011-9-3 0:00,183870,产品D,300,7,2100
119072761,2011-9-3 0:00,186387,产品A,100,10,1000
119072762,2011-9-3 0:00,189651,产品A,100,9,900
119072763,2011-9-3 0:00,189651,产品A,100,1,100
119072764,2011-9-3 0:00,189655,产品A,100,3,300
119072765,2011-9-3 0:00,190515,产品D,300,10,3000
119072766,2011-9-3 0:00,192352,产品D,300,6,1800
119072767,2011-9-3 0:00,192436,产品E,400,9,3600
119072768,2011-9-3 0:00,193017,产品B,200,4,800
119072769,2011-9-3 0:00,193177,产品A,100,8,800
119072770,2011-9-3 0:00,194033,产品D,300,3,900
119072771,2011-9-3 0:00,195959,产品D,300,2,600
119072772,2011-9-3 0:00,199321,产品D,300,3,900
119072773,2011-9-3 0:01,100626,产品D,300,5,1500
119072774,2011-9-3 0:01,102069,产品A,100,10,1000
119072775,2011-9-3 0:01,105852,产品D,300,9,2700
119072776,2011-9-3 0:01,106563,产品A,100,4,400
119072777,2011-9-3 0:01,109623,产品A,100,1,100
119072778,2011-9-3 0:01,110707,产品A,100,10,1000
119072779,2011-9-3 0:01,113907,产品D,300,2,600
119072780,2011-9-3 0:01,115181,产品A,100,5,500
119072781,2011-9-3 0:01,115291,产品D,300,1,300
119072782,2011-9-3 0:01,115482,产品B,200,5,1000
119072783,2011-9-3 0:01,116980,产品A,100,8,800
119072784,2011-9-3 0:01,118902,产品A,100,10,1000
119072785,2011-9-3 0:01,119773,产品B,200,8,1600
119072786,2011-9-3 0:01,124487,产品A,100,3,300
119072787,2011-9-3 0:01,124487,产品D,300,5,1500
119072788,2011-9-3 0:01,127868,产品D,300,3,900
119072789,2011-9-3 0:01,129364,产品A,100,4,400
119072790,2011-9-3 0:01,130704,产品A,100,7,700
119072791,2011-9-3 0:01,130704,产品A,100,8,800
119072792,2011-9-3 0:01,130813,产品C,280,1,280
119072793,2011-9-3 0:01,132588,产品A,100,2,200
119072794,2011-9-3 0:01,132588,产品A,100,8,800
119072795,2011-9-3 0:01,135438,产品A,100,6,600
119072796,2011-9-3 0:01,136077,产品A,100,10,1000
119072797,2011-9-3 0:01,136458,产品B,200,7,1400
119072798,2011-9-3 0:01,136746,产品A,100,9,900
119072799,2011-9-3 0:01,140855,产品A,100,2,200
119072800,2011-9-3 0:01,141209,产品A,100,8,800
119072801,2011-9-3 0:01,143031,产品B,200,8,1600
119072802,2011-9-3 0:01,143194,产品D,300,2,600
119072803,2011-9-3 0:01,143194,产品D,300,1,300
119072804,2011-9-3 0:01,143194,产品D,300,7,2100
119072805,2011-9-3 0:01,144736,产品A,100,1,100
119072806,2011-9-3 0:01,147505,产品A,100,3,300
119072807,2011-9-3 0:01,149029,产品D,300,7,2100
119072808,2011-9-3 0:01,149368,产品A,100,4,400
119072809,2011-9-3 0:01,151622,产品A,100,9,900
119072810,2011-9-3 0:01,154312,产品D,300,9,2700
119072811,2011-9-3 0:01,154312,产品D,300,1,300
119072812,2011-9-3 0:01,154755,产品A,100,9,900
119072813,2011-9-3 0:01,154963,产品A,100,3,300
119072814,2011-9-3 0:01,156248,产品D,300,3,900
119072815,2011-9-3 0:01,156941,产品A,100,3,300
119072816,2011-9-3 0:01,159256,产品D,300,6,1800
119072817,2011-9-3 0:01,160210,产品A,100,5,500
119072818,2011-9-3 0:01,161408,产品A,100,1,100
119072819,2011-9-3 0:01,161465,产品B,200,4,800
119072820,2011-9-3 0:01,165590,产品A,100,3,300
119072821,2011-9-3 0:01,166058,产品A,100,10,1000
119072822,2011-9-3 0:01,168148,产品A,100,5,500
119072823,2011-9-3 0:01,168949,产品C,280,6,1680
119072824,2011-9-3 0:01,172116,产品D,300,10,3000
119072825,2011-9-3 0:01,175477,产品A,100,4,400
119072826,2011-9-3 0:01,175836,产品A,100,4,400
119072827,2011-9-3 0:01,175836,产品A,100,3,300
119072828,2011-9-3 0:01,176444,产品D,300,6,1800
119072829,2011-9-3 0:01,177251,产品B,200,9,1800
119072830,2011-9-3 0:01,178463,产品A,100,6,600
119072831,2011-9-3 0:01,179237,产品A,100,3,300
119072832,2011-9-3 0:01,180104,产品A,100,9,900
119072833,2011-9-3 0:01,181572,产品A,100,7,700
119072834,2011-9-3 0:01,183214,产品D,300,3,900
119072835,2011-9-3 0:01,185227,产品A,100,1,100
119072836,2011-9-3 0:01,185320,产品B,200,3,600
119072837,2011-9-3 0:01,186698,产品D,300,8,2400
119072838,2011-9-3 0:01,187833,产品A,100,10,1000
119072839,2011-9-3 0:01,187931,产品D,300,5,1500
119072840,2011-9-3 0:01,188746,产品B,200,9,1800
119072841,2011-9-3 0:01,189651,产品A,100,10,1000
119072842,2011-9-3 0:01,192352,产品D,300,6,1800
119072843,2011-9-3 0:01,193673,产品D,300,7,2100
119072844,2011-9-3 0:01,194717,产品A,100,3,300
119072845,2011-9-3 0:01,197668,产品A,100,5,500
119072846,2011-9-3 0:01,199184,产品D,300,8,2400
119072847,2011-9-3 0:02,100137,产品D,300,1,300
119072848,2011-9-3 0:02,101322,产品A,100,2,200
119072849,2011-9-3 0:02,101450,产品B,200,1,200
119072850,2011-9-3 0:02,104472,产品D,300,1,300
119072851,2011-9-3 0:02,104490,产品A,100,7,700
119072852,2011-9-3 0:02,107117,产品D,300,8,2400
119072853,2011-9-3 0:02,107718,产品D,300,5,1500
119072854,2011-9-3 0:02,109461,产品A,100,10,1000
119072855,2011-9-3 0:02,110707,产品A,100,7,700
119072856,2011-9-3 0:02,111947,产品A,100,8,800
119072857,2011-9-3 0:02,116980,产品A,100,6,600
119072858,2011-9-3 0:02,118672,产品A,100,10,1000
119072859,2011-9-3 0:02,119617,产品D,300,5,1500
119072860,2011-9-3 0:02,120907,产品D,300,7,2100
119072861,2011-9-3 0:02,121047,产品B,200,2,400
119072862,2011-9-3 0:02,124602,产品B,200,2,400
119072863,2011-9-3 0:02,124968,产品A,100,10,1000
119072864,2011-9-3 0:02,125363,产品B,200,2,400
119072865,2011-9-3 0:02,125860,产品A,100,7,700
119072866,2011-9-3 0:02,127099,产品B,200,5,1000
119072867,2011-9-3 0:02,129813,产品B,200,7,1400
119072868,2011-9-3 0:02,130178,产品A,100,1,100
119072869,2011-9-3 0:02,131391,产品A,100,8,800
119072870,2011-9-3 0:02,132385,产品C,280,6,1680
119072871,2011-9-3 0:02,132385,产品C,280,9,2520
119072872,2011-9-3 0:02,132385,产品C,280,4,1120
119072873,2011-9-3 0:02,132588,产品A,100,10,1000
119072874,2011-9-3 0:02,134478,产品C,280,6,1680
119072875,2011-9-3 0:02,135967,产品D,300,10,3000
119072876,2011-9-3 0:02,136575,产品A,100,3,300
119072877,2011-9-3 0:02,137922,产品D,300,3,900
119072878,2011-9-3 0:02,139215,产品A,100,10,1000
119072879,2011-9-3 0:02,141297,产品D,300,10,3000
119072880,2011-9-3 0:02,143663,产品D,300,9,2700
119072881,2011-9-3 0:02,145719,产品D,300,5,1500
119072882,2011-9-3 0:02,146770,产品A,100,1,100
119072883,2011-9-3 0:02,149595,产品D,300,1,300
119072884,2011-9-3 0:02,150169,产品A,100,9,900
119072885,2011-9-3 0:02,151622,产品A,100,3,300
119072886,2011-9-3 0:02,151622,产品A,100,8,800
119072887,2011-9-3 0:02,152633,产品D,300,6,1800
119072888,2011-9-3 0:02,153637,产品A,100,9,900
119072889,2011-9-3 0:02,155400,产品D,300,10,3000
119072890,2011-9-3 0:02,155957,产品A,100,7,700
119072891,2011-9-3 0:02,157778,产品D,300,9,2700
119072892,2011-9-3 0:02,158474,产品B,200,10,2000
119072893,2011-9-3 0:02,161219,产品A,100,10,1000
119072894,2011-9-3 0:02,161551,产品A,100,4,400
119072895,2011-9-3 0:02,165574,产品D,300,1,300
119072896,2011-9-3 0:02,168175,产品A,100,5,500
119072897,2011-9-3 0:02,168432,产品A,100,5,500
119072898,2011-9-3 0:02,168986,产品A,100,3,300
119072899,2011-9-3 0:02,172171,产品D,300,1,300
119072900,2011-9-3 0:02,172520,产品A,100,10,1000
119072901,2011-9-3 0:02,172520,产品A,100,6,600
119072902,2011-9-3 0:02,174132,产品D,300,8,2400
119072903,2011-9-3 0:02,174314,产品D,300,1,300
119072904,2011-9-3 0:02,177817,产品B,200,8,1600
119072905,2011-9-3 0:02,179222,产品D,300,8,2400
119072906,2011-9-3 0:02,179352,产品D,300,3,900
119072907,2011-9-3 0:02,181572,产品A,100,3,300
119072908,2011-9-3 0:02,182890,产品D,300,7,2100
119072909,2011-9-3 0:02,182890,产品D,300,4,1200
119072910,2011-9-3 0:02,183870,产品D,300,5,1500
119072911,2011-9-3 0:02,184591,产品D,300,2,600
119072912,2011-9-3 0:02,186698,产品D,300,1,300
119072913,2011-9-3 0:02,189651,产品A,100,4,400
119072914,2011-9-3 0:02,190283,产品A,100,1,100
119072915,2011-9-3 0:02,190825,产品A,100,9,900
119072916,2011-9-3 0:02,191273,产品A,100,2,200
119072917,2011-9-3 0:02,191475,产品D,300,4,1200
119072918,2011-9-3 0:02,192436,产品E,400,10,4000
119072919,2011-9-3 0:02,192436,产品E,400,4,1600
119072920,2011-9-3 0:02,193059,产品D,300,1,300
119072921,2011-9-3 0:02,195282,产品A,100,5,500
119072922,2011-9-3 0:02,195782,产品A,100,9,900
119072923,2011-9-3 0:02,196925,产品D,300,8,2400
119072924,2011-9-3 0:02,197272,产品B,200,10,2000
119072925,2011-9-3 0:02,198506,产品A,100,4,400
119072926,2011-9-3 0:03,100702,产品A,100,5,500
119072927,2011-9-3 0:03,102326,产品D,300,1,300
119072928,2011-9-3 0:03,102326,产品D,300,6,1800
119072929,2011-9-3 0:03,102840,产品D,300,2,600
119072930,2011-9-3 0:03,104579,产品B,200,1,200
119072931,2011-9-3 0:03,105009,产品A,100,4,400
119072932,2011-9-3 0:03,105009,产品A,100,2,200
119072933,2011-9-3 0:03,105184,产品A,100,4,400
119072934,2011-9-3 0:03,106722,产品D,300,1,300
119072935,2011-9-3 0:03,107117,产品D,300,5,1500
119072936,2011-9-3 0:03,108691,产品E,400,9,3600
119072937,2011-9-3 0:03,108904,产品D,300,9,2700
119072938,2011-9-3 0:03,109283,产品D,300,1,300
119072939,2011-9-3 0:03,110979,产品D,300,7,2100
119072940,2011-9-3 0:03,111919,产品B,200,2,400
119072941,2011-9-3 0:03,112561,产品A,100,9,900
119072942,2011-9-3 0:03,112886,产品A,100,2,200
119072943,2011-9-3 0:03,113105,产品B,200,10,2000
119072944,2011-9-3 0:03,113135,产品D,300,8,2400
119072945,2011-9-3 0:03,117135,产品A,100,4,400
119072946,2011-9-3 0:03,120971,产品A,100,9,900
119072947,2011-9-3 0:03,124968,产品A,100,9,900
119072948,2011-9-3 0:03,124968,产品A,100,5,500
119072949,2011-9-3 0:03,126867,产品D,300,8,2400
119072950,2011-9-3 0:03,129306,产品A,100,6,600
119072951,2011-9-3 0:03,130813,产品C,280,6,1680
119072952,2011-9-3 0:03,132152,产品F,500,5,2500
119072953,2011-9-3 0:03,132937,产品B,200,4,800
119072954,2011-9-3 0:03,133783,产品C,280,6,1680
119072955,2011-9-3 0:03,134793,产品A,100,10,1000
119072956,2011-9-3 0:03,136746,产品A,100,10,1000
119072957,2011-9-3 0:03,136842,产品D,300,6,1800
119072958,2011-9-3 0:03,136933,产品D,300,5,1500
119072959,2011-9-3 0:03,138617,产品A,100,2,200
119072960,2011-9-3 0:03,139215,产品A,100,6,600
119072961,2011-9-3 0:03,140806,产品A,100,7,700
119072962,2011-9-3 0:03,142113,产品A,100,6,600
119072963,2011-9-3 0:03,143194,产品D,300,7,2100
119072964,2011-9-3 0:03,144616,产品D,300,8,2400
119072965,2011-9-3 0:03,145305,产品D,300,1,300
119072966,2011-9-3 0:03,145429,产品A,100,8,800
119072967,2011-9-3 0:03,145665,产品A,100,6,600
119072968,2011-9-3 0:03,148577,产品B,200,10,2000
119072969,2011-9-3 0:03,148693,产品A,100,9,900
119072970,2011-9-3 0:03,148955,产品D,300,2,600
119072971,2011-9-3 0:03,149059,产品A,100,7,700
119072972,2011-9-3 0:03,150158,产品A,100,3,300
119072973,2011-9-3 0:03,152525,产品D,300,1,300
119072974,2011-9-3 0:03,154634,产品A,100,6,600
119072975,2011-9-3 0:03,158474,产品B,200,6,1200
